systematic_id ; common_name ; description
YKR011C ; nan ; Protein of unknown function
YKR013W ; PRY2 ; Sterol binding protein involved in the export of acetylated sterols
YKR014C ; YPT52 ; Endosomal Rab family GTPase
YKR015C ; nan ; Putative protein of unknown function
YKR016W ; MIC60 ; Component of the MICOS complex
YKR017C ; HEL1 ; RING finger ubiquitin ligase (E3)
YKR018C ; nan ; Protein of unknown function
YKR019C ; IRS4 ; EH domain-containing protein
YKR020W ; VPS51 ; Component of the GARP (Golgi-associated retrograde protein) complex
YKR021W ; ALY1 ; Alpha arrestin, substrate of calcineurin
YKR022C ; NTR2 ; Essential protein that forms a dimer with Ntr1p
YKR023W ; RQT4 ; Subunit of ribosome-associated quality control trigger complex (RQT)
YKR024C ; DBP7 ; Putative ATP-dependent RNA helicase of the DEAD-box family
YKR025W ; RPC37 ; RNA polymerase III subunit C37
YKR026C ; GCN3 ; Alpha subunit of translation initiation factor eIF2B
YKR027W ; BCH2 ; Member of the ChAPs (Chs5p-Arf1p-binding proteins) family
YKR028W ; SAP190 ; Protein that forms a complex with the Sit4p protein phosphatase
YKR029C ; SET3 ; Defining member of the SET3 histone deacetylase complex
YKR030W ; GMH1 ; Golgi membrane protein of unknown function
YKR031C ; SPO14 ; Phospholipase D
YKR034W ; DAL80 ; Negative regulator of genes in multiple nitrogen degradation pathways
YKR035W-A ; DID2 ; Class E protein of the vacuolar protein-sorting (Vps) pathway
YKR036C ; CAF4 ; WD40 repeat-containing protein associated with the CCR4-NOT complex
YKR037C ; SPC34 ; Essential subunit of the Dam1 complex (aka DASH complex)
YKR038C ; KAE1 ; Highly conserved ATPase of HSP70/DnaK family
YKR039W ; GAP1 ; General amino acid permease
YKR041W ; nan ; Protein of unknown function
YKR042W ; UTH1 ; Mitochondrial inner membrane protein
YKR043C ; SHB17 ; Sedoheptulose bisphosphatase involved in riboneogenesis
YKR044W ; UIP5 ; Protein of unknown function that interacts with Ulp1p
YKR045C ; nan ; Putative protein of unknown function
YKR046C ; PLN1 ; Perilipin, involved in formation and stability of lipid droplets
YKR048C ; NAP1 ; Histone chaperone and assembly chaperone for Rps6a/b
YKR049C ; FMP46 ; Putative redox protein containing a thioredoxin fold
YKR050W ; TRK2 ; Component of the Trk1p-Trk2p potassium transport system
YKR051W ; HFL1 ; Vacuole membrane protein that interacts with Atg8p
YKR052C ; MRS4 ; Iron transporter of the mitochondrial carrier family
YKR053C ; YSR3 ; Dihydrosphingosine 1-phosphate phosphatase
YKR054C ; DYN1 ; Cytoplasmic heavy chain dynein
YKR055W ; RHO4 ; Non-essential small GTPase
YKR056W ; TRM2 ; tRNA methyltransferase
YKR057W ; RPS21A ; Protein component of the small (40S) ribosomal subunit
YKR058W ; GLG1 ; Glycogenin glucosyltransferase
YKR059W ; TIF1 ; Translation initiation factor eIF4A
YKR060W ; UTP30 ; Subunit of U3-containing 90S preribosome complex
YKR061W ; KTR2 ; Mannosyltransferase involved in N-linked protein glycosylation
YKR062W ; TFA2 ; TFIIE small subunit
YKR063C ; LAS1 ; Endonuclease involved in pre-rRNA processing at both ends of ITS2
YKR064W ; OAF3 ; Putative transcriptional repressor with Zn(2)-Cys(6) finger
YKR065C ; PAM17 ; Constituent of the TIM23 complex
YKR066C ; CCP1 ; Mitochondrial cytochrome-c peroxidase
YKR067W ; GPT2 ; Glycerol-3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase
YKR068C ; BET3 ; Core component of transport protein particle (TRAPP) complexes I-III
YKR069W ; MET1 ; S-adenosyl-L-methionine uroporphyrinogen III transmethylase
YKR070W ; nan ; Putative protein of unknown function
YKR071C ; DRE2 ; Component of the cytosolic Fe-S protein assembly (CIA) machinery
YKR072C ; SIS2 ; Negative regulatory subunit of protein phosphatase 1 (Ppz1p)
YKR074W ; AIM29 ; Protein of unknown function
YKR075C ; nan ; Protein of unknown function
YKR076W ; ECM4 ; S-glutathionyl-(chloro)hydroquinone reductase (GS-HQR)
YKR077W ; MSA2 ; Putative transcriptional activator
YKR078W ; nan ; Cytoplasmic protein of unknown function
YKR079C ; TRZ1 ; tRNA 3'-end processing endonuclease tRNase Z
YKR080W ; MTD1 ; NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase
YKR081C ; RPF2 ; Essential protein involved in rRNA maturation and ribosomal assembly
YKR082W ; NUP133 ; Subunit of Nup84p subcomplex of nuclear pore complex (NPC)
YKR083C ; DAD2 ; Essential subunit of the Dam1 complex (aka DASH complex)
YKR084C ; HBS1 ; GTPase with similarity to translation release factors
YKR085C ; MRPL20 ; Mitochondrial ribosomal protein of the large subunit
YKR086W ; PRP16 ; DEAH-box RNA helicase involved in second catalytic step of splicing a
YKR087C ; OMA1 ; Metalloendopeptidase of the mitochondrial inner membrane
YKR088C ; TVP38 ; Integral membrane protein
YKR089C ; TGL4 ; Multifunctional lipase/hydrolase/phospholipase
YKR090W ; PXL1 ; Protein that localizes to sites of polarized growth
YKR091W ; SRL3 ; Repressor of Start transcriptional program
YKR092C ; SRP40 ; Nucleolar serine-rich protein
YKR093W ; PTR2 ; Integral membrane peptide transporter
YKR094C ; RPL40B ; Ubiquitin-ribosomal 60S subunit protein L40B fusion protein
YKR095W ; MLP1 ; Myosin-like protein associated with the nuclear envelope
YKR095W-A ; PCC1 ; Component of the EKC/KEOPS protein complex
YKR096W ; ESL2 ; hEST1A/B (SMG5/6)-like protein
YKR097W ; PCK1 ; Phosphoenolpyruvate carboxykinase
YKR098C ; UBP11 ; Ubiquitin-specific protease
YKR099W ; BAS1 ; Myb-related transcription factor
YKR100C ; SKG1 ; Transmembrane protein with a role in cell wall polymer composition
YKR101W ; SIR1 ; Protein involved in silencing at mating-type loci HML and HMR
YKR102W ; FLO10 ; Member of the FLO family of cell wall flocculation proteins
YKR106W ; GEX2 ; Proton:glutathione antiporter
YLL001W ; DNM1 ; Dynamin-related GTPase involved in mitochondrial organization
YLL002W ; RTT109 ; Histone acetyltransferase
YLL003W ; SFI1 ; Centrin (Cdc31p)-binding protein required for SPB duplication
YLL004W ; ORC3 ; Subunit of the origin recognition complex (ORC)
YLL005C ; SPO75 ; Meiosis-specific protein of unknown function
YLL006W ; MMM1 ; ER integral membrane protein, ERMES complex subunit
YLL007C ; LMO1 ; Homolog of mammalian ELMO (Engulfment and celL MOtility)
YLL008W ; DRS1 ; Nucleolar DEAD-box protein required for ribosome assembly and function
YLL009C ; COX17 ; Copper metallochaperone that transfers copper to Sco1p and Cox11p
YLL010C ; PSR1 ; Plasma membrane-associated protein phosphatase
YLL011W ; SOF1 ; Protein required for biogenesis of 40S (small) ribosomal subunit
YLL012W ; YEH1 ; Steryl ester hydrolase
YLL013C ; PUF3 ; Protein of the mitochondrial outer surface
YLL014W ; EMC6 ; Member of conserved ER transmembrane complex
YLL015W ; BPT1 ; ABC type transmembrane transporter of MRP/CFTR family
YLL018C ; DPS1 ; Aspartyl-tRNA synthetase, primarily cytoplasmic
YLL018C-A ; COX19 ; Protein required for cytochrome c oxidase assembly
YLL019C ; KNS1 ; Protein kinase involved in negative regulation of PolIII transcription
YLL021W ; SPA2 ; Component of the polarisome
YLL022C ; HIF1 ; Non-essential component of the HAT-B histone acetyltransferase complex
YLL023C ; POM33 ; Transmembrane nucleoporin
YLL024C ; SSA2 ; HSP70 family ATP-binding protein
YLL025W ; PAU17 ; Protein of unknown function
YLL026W ; HSP104 ; Disaggregase
YLL027W ; ISA1 ; Protein required for maturation of mitochondrial [4Fe-4S] proteins
YLL028W ; TPO1 ; Polyamine transporter of the major facilitator superfamily
YLL029W ; FRA1 ; Protein involved in negative regulation of iron regulon transcription
YLL031C ; GPI13 ; ER membrane localized phosphoryltransferase
YLL032C ; nan ; Protein of unknown function
YLL033W ; IRC19 ; Protein of unknown function
YLL034C ; RIX7 ; Putative ATPase of the AAA family
YLL035W ; GRC3 ; Polynucleotide kinase present on rDNA
YLL036C ; PRP19 ; Splicing factor associated with the spliceosome
YLL038C ; ENT4 ; Protein of unknown function
YLL039C ; UBI4 ; Ubiquitin
YLL040C ; VPS13 ; Protein involved in prospore membrane morphogenesis
YLL041C ; SDH2 ; Iron-sulfur protein subunit of succinate dehydrogenase
YLL042C ; ATG10 ; Conserved E2-like conjugating enzyme
YLL043W ; FPS1 ; Aquaglyceroporin, plasma membrane channel
YLL045C ; RPL8B ; Ribosomal 60S subunit protein L8B
YLL046C ; RNP1 ; Ribonucleoprotein that contains two RNA recognition motifs (RRM)
YLL048C ; YBT1 ; Transporter of the ATP-binding cassette (ABC) family
YLL049W ; LDB18 ; Component of the dynactin complex
YLL050C ; COF1 ; Cofilin, involved in pH-dependent actin filament depolarization
YLL051C ; FRE6 ; Putative ferric reductase with similarity to Fre2p
YLL053C ; nan ; Putative protein
YLL054C ; nan ; Putative protein of unknown function with similarity to Pip2p
YLL055W ; YCT1 ; High-affinity cysteine-specific transporter
YLL056C ; nan ; NADH-dependent aldehyde reductase
YLL057C ; JLP1 ; Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase
YLL058W ; nan ; Putative protein of unknown function with similarity to Str2p
YLL060C ; GTT2 ; Glutathione S-transferase capable of homodimerization
YLL061W ; MMP1 ; High-affinity S-methylmethionine permease
YLL062C ; MHT1 ; S-methylmethionine-homocysteine methyltransferase
YLL063C ; AYT1 ; Acetyltransferase
YLL064C ; PAU18 ; Protein of unknown function
YLR001C ; nan ; Putative protein of unknown function
YLR002C ; NOC3 ; Subunit of a nuclear complex with Noc2p and pre-replicative complexes
YLR003C ; CMS1 ; Putative subunit of the 90S preribosome processome complex
YLR004C ; THI73 ; Putative plasma membrane permease
YLR005W ; SSL1 ; Subunit of the core form of RNA polymerase transcription factor TFIIH
YLR006C ; SSK1 ; Cytoplasmic phosphorelay intermediate osmosensor and regulator
YLR007W ; NSE1 ; Component of the SMC5-SMC6 complex
YLR008C ; PAM18 ; Subunit of the import motor (PAM complex)
YLR009W ; RLP24 ; Essential protein required for ribosomal large subunit biogenesis
YLR010C ; TEN1 ; Protein that regulates telomeric length
YLR011W ; LOT6 ; FMN-dependent NAD(P)H:quinone reductase
YLR012C ; nan ; Putative protein of unknown function
YLR013W ; GAT3 ; Protein containing GATA family zinc finger motifs
YLR014C ; PPR1 ; Zinc finger transcription factor
YLR015W ; BRE2 ; Subunit of COMPASS (Set1C) complex
YLR016C ; PML1 ; Subunit of the RES complex
YLR017W ; MEU1 ; Methylthioadenosine phosphorylase (MTAP)
YLR018C ; POM34 ; Subunit of the transmembrane ring of the nuclear pore complex (NPC)
YLR019W ; PSR2 ; Putative plasma membrane phosphatase
YLR020C ; YEH2 ; Steryl ester hydrolase
YLR021W ; IRC25 ; Component of a heterodimeric Poc4p-Irc25p chaperone
YLR022C ; SDO1 ; Guanine nucleotide exchange factor (GEF) for Ria1p
YLR023C ; IZH3 ; Membrane protein involved in zinc ion homeostasis
YLR024C ; UBR2 ; Cytoplasmic ubiquitin-protein ligase (E3)
YLR025W ; SNF7 ; One of four subunits of the ESCRT-III complex
YLR026C ; SED5 ; cis-Golgi t-SNARE syntaxin
YLR027C ; AAT2 ; Cytosolic aspartate aminotransferase involved in nitrogen metabolism
YLR028C ; ADE16 ; Enzyme of 'de novo' purine biosynthesis
YLR029C ; RPL15A ; Ribosomal 60S subunit protein L15A
YLR032W ; RAD5 ; DNA helicase/Ubiquitin ligase
YLR033W ; RSC58 ; Component of the RSC chromatin remodeling complex
YLR034C ; SMF3 ; Putative divalent metal ion transporter involved in iron homeostasis
YLR035C ; MLH2 ; Protein involved in mismatch repair and meiotic recombination
YLR036C ; nan ; Putative protein predicted to have transmembrane domains
YLR037C ; PAU23 ; Cell wall mannoprotein
YLR038C ; COX12 ; Subunit VIb of cytochrome c oxidase
YLR039C ; RIC1 ; Protein involved in retrograde transport to the cis-Golgi network
YLR040C ; AFB1 ; MATalpha-specific a-factor blocker
YLR042C ; NFG1 ; Cell wall protein of unknown function
YLR043C ; TRX1 ; Cytoplasmic thioredoxin isoenzyme
YLR044C ; PDC1 ; Major of three pyruvate decarboxylase isozymes
YLR045C ; STU2 ; Microtubule polymerase of the XMAP215/Dis1 family
YLR046C ; nan ; Putative membrane protein
YLR047C ; FRE8 ; Protein with sequence similarity to iron/copper reductases
YLR048W ; RPS0B ; Protein component of the small (40S) ribosomal subunit
YLR049C ; MLO50 ; Mitochondrial protein of unknown function
YLR050C ; EMA19 ; ER membrane protein involved in protein sorting
YLR051C ; FCF2 ; Nucleolar protein involved in the early steps of 35S rRNA processing
YLR052W ; IES3 ; Subunit of the INO80 chromatin remodeling complex
YLR053C ; nan ; Putative protein of unknown function
YLR054C ; OSW2 ; Protein of unknown function reputedly involved in spore wall assembly
YLR055C ; SPT8 ; Subunit of the SAGA transcriptional regulatory complex
YLR056W ; ERG3 ; C-5 sterol desaturase
YLR057W ; MNL2 ; Putative mannosidase involved in ER-associated protein degradation
YLR058C ; SHM2 ; Cytosolic serine hydroxymethyltransferase
YLR059C ; REX2 ; 3'-5' RNA exonuclease
YLR060W ; FRS1 ; Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase
YLR061W ; RPL22A ; Ribosomal 60S subunit protein L22A
YLR063W ; BMT6 ; Methyltransferase required for m3U2843 methylation of the 25S rRNA
YLR064W ; PER33 ; Protein that localizes to the endoplasmic reticulum
YLR065C ; SND2 ; Protein involved in SRP-independent targeting of substrates to the ER
YLR066W ; SPC3 ; Subunit of signal peptidase complex
YLR067C ; PET309 ; Specific translational activator for the COX1 mRNA
YLR068W ; FYV7 ; Nucleolar protein required for maturation of 18S rRNA
YLR069C ; MEF1 ; Mitochondrial elongation factor involved in translational elongation
YLR070C ; XYL2 ; Xylitol dehydrogenase
YLR071C ; RGR1 ; Subunit of the RNA polymerase II mediator complex
YLR072W ; LAM6 ; Sterol transporter that transfers sterols between membranes
YLR073C ; RFU1 ; Protein that inhibits Doa4p deubiquitinating activity
YLR074C ; BUD20 ; C2H2-type zinc finger protein required for ribosome assembly
YLR075W ; RPL10 ; Ribosomal 60S subunit protein L10
YLR077W ; FMP25 ; Protein required for assembly of respiratory complex III
YLR078C ; BOS1 ; v-SNARE (vesicle specific SNAP receptor)
YLR079W ; SIC1 ; Cyclin-dependent kinase inhibitor (CKI)
YLR080W ; EMP46 ; Integral membrane component of ER-derived COPII-coated vesicles
YLR081W ; GAL2 ; Galactose permease
YLR082C ; SRL2 ; Protein of unknown function
YLR083C ; EMP70 ; Protein with a role in cellular adhesion and filamentous growth
YLR084C ; RAX2 ; Protein required for the maintenance of bud site selection
YLR085C ; ARP6 ; Actin-related protein that binds nucleosomes
YLR086W ; SMC4 ; Subunit of the condensin complex
YLR087C ; CSF1 ; Protein required for fermentation at low temperature
YLR088W ; GAA1 ; Subunit of the GPI:protein transamidase complex
YLR089C ; ALT1 ; Alanine transaminase (glutamic pyruvic transaminase)
YLR090W ; XDJ1 ; Chaperone with a role in facilitating mitochondrial protein import
YLR091W ; GEP5 ; Protein of unknown function
YLR092W ; SUL2 ; High affinity sulfate permease
YLR093C ; NYV1 ; v-SNARE component of the vacuolar SNARE complex
YLR094C ; GIS3 ; Protein of unknown function
YLR095C ; IOC2 ; Subunit of the Isw1b complex
YLR096W ; KIN2 ; S/T protein kinase
YLR097C ; HRT3 ; Putative SCF-ubiquitin ligase F-box protein
YLR098C ; CHA4 ; DNA binding transcriptional activator
YLR099C ; ICT1 ; Lysophosphatidic acid acyltransferase
YLR099W-A ; MIM2 ; Mitochondrial protein required for outer membrane protein import
YLR100W ; ERG27 ; 3-keto sterol reductase
YLR102C ; APC9 ; Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C)
YLR103C ; CDC45 ; DNA replication initiation factor
YLR104W ; LCL2 ; Putative protein of unknown function
YLR105C ; SEN2 ; Subunit of the tRNA splicing endonuclease
YLR106C ; REA1 ; Huge dynein-related AAA-type ATPase (midasin)
YLR107W ; REX3 ; RNA exonuclease
YLR108C ; nan ; Protein of unknown function
YLR109W ; AHP1 ; Thiol-specific peroxiredoxin
YLR110C ; CCW12 ; Cell wall mannoprotein
YLR113W ; HOG1 ; Mitogen-activated protein kinase involved in osmoregulation
YLR114C ; AVL9 ; Conserved protein involved in exocytic transport from the Golgi
YLR115W ; CFT2 ; Subunit of the mRNA cleavage and polyadenlylation factor (CPF)
YLR116W ; MSL5 ; Component of commitment complex
YLR117C ; CLF1 ; Member of the NineTeen Complex (NTC)
YLR118C ; TML25 ; Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p
YLR119W ; SRN2 ; Component of the ESCRT-I complex
YLR120C ; YPS1 ; Aspartic protease
YLR121C ; YPS3 ; Aspartic protease
YLR125W ; nan ; Putative protein of unknown function
YLR126C ; nan ; Putative glutamine amidotransferase
YLR127C ; APC2 ; Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C)
YLR128W ; DCN1 ; Scaffold-type E3 ligase
YLR129W ; DIP2 ; Nucleolar protein
YLR130C ; ZRT2 ; Low-affinity zinc transporter of the plasma membrane
YLR131C ; ACE2 ; Transcription factor required for septum destruction after cytokinesis
YLR132C ; USB1 ; Putative poly(U)-specific 3'-to-5' RNA exonuclease
YLR133W ; CKI1 ; Choline kinase
YLR134W ; PDC5 ; Minor isoform of pyruvate decarboxylase
YLR135W ; SLX4 ; Endonuclease involved in processing DNA
YLR136C ; TIS11 ; mRNA-binding protein expressed during iron starvation
YLR137W ; RKM5 ; Protein lysine methyltransferase
YLR138W ; NHA1 ; Na+/H+ antiporter
YLR139C ; SLS1 ; Mitochondrial membrane protein
YLR141W ; RRN5 ; Protein involved in transcription of rDNA by RNA polymerase I
YLR142W ; PUT1 ; Proline oxidase
YLR143W ; DPH6 ; Diphthamide synthetase
YLR144C ; ACF2 ; Intracellular beta-1,3-endoglucanase
YLR145W ; RMP1 ; Subunit of RNase MRP
YLR146C ; SPE4 ; Spermine synthase
YLR146W-A ; nan ; Putative protein of unknown function
YLR147C ; SMD3 ; Core Sm protein Sm D3
YLR148W ; PEP3 ; Component of CORVET membrane tethering complex
YLR149C ; nan ; Protein of unknown function
YLR150W ; STM1 ; Protein required for optimal translation under nutrient stress
YLR151C ; PCD1 ; 8-oxo-dGTP diphosphatase
YLR152C ; nan ; Putative protein of unknown function
YLR153C ; ACS2 ; Acetyl-coA synthetase isoform
YLR154C ; RNH203 ; Ribonuclease H2 subunit
YLR154W-C ; TAR1 ; Protein potentially involved in regulation of respiratory metabolism
YLR163C ; MAS1 ; Beta subunit of the mitochondrial processing protease (MPP)
YLR164W ; SHH4 ; Putative alternate subunit of succinate dehydrogenase (SDH)
YLR165C ; PUS5 ; Pseudouridine synthase
YLR166C ; SEC10 ; Essential 100kDa subunit of the exocyst complex
YLR167W ; RPS31 ; Fusion protein cleaved to yield ribosomal protein S31 and ubiquitin
YLR168C ; UPS2 ; Mitochondrial intermembrane space protein
YLR170C ; APS1 ; Small subunit of the clathrin-associated adaptor complex AP-1
